Cross 1, Cross 2, Cross 3, Cross 4, Cross 5, Cross 6
259,112,115,239,132,177.5
269,101,126,248.5,133,206
240.5,97,118,258.5,135,198
243,100,130,223.5,114,161.5
211,102,109,241,138,208.5
236.5,92,83,151.5,126,189
242.5,96,88,224,104,166.5
233,100,95,184.5,100,126
207,90,102,210,96,197
230,79,120,185.5,113,172
231.5,116,118,179,107,159
191.5,83,98,195.5,103,164
227,86,82,168.5,90,191.5
198,72,88,163.5,81,156.5
203.5,68,80,151,73,118
140.5,63,74,120,72,117
208.5,60,94,119.5,74,171.5
190,64,74,173,65,170.5
201.5,83,72,163,76,152.5
207.5,65,68,150,69,173
171.5,71,82,114.5,62,176.5
198,80,77,161,76,159.5
180.5,69,78,145,77,152.5
191.5,72,66,111.5,64,150.5
193,68,71,110.5,65,165.5
184,64,57,144,54,139.5
181.5,65,56,122.5,50,120.5
170,72,42,120.5,58,157.5
168,66,67,109,71,155.5
180.5,65,77,143,65,126.5
223,67,93,160.5,86,170.5
213.5,75,93,179,98,141
208,80,80,170.5,76,140
212,90,77,222.5,87,181.5
212,90,89,183,120,164.5
206,88,95,192.5,109,178.5
237,74,70,156.5,84,131
212.5,96,82,187,97,160.5
183,75,81,171,95,184.5
219,89,88,163.5,75,154.5
193.5,74,75,124,78,164
182.5,71,82,150,76,148.5
164.5,59,61,148,79,151
192,71,74,139,63,143.5
140.5,51,67,92.5,85,155.5
136,54,54,131,68,124
157.5,78,69,144.5,74,154
160,83,89,170.5,63,132
153.5,42,58,91.5,65,128
162,71,71,114.5,72,149.5
156,61,57,123.5,60,149
118,55,56,110.5,46,105
123.5,44,53,86,48,139
122.5,30,45,97,62,109
120,44,42,84,36,109
121,43,56,82.5,51,122.5
127.5,43,55,86.5,40,86.5
107,43,46,91,59,109.5
98.5,54,68,97,58,116
145.5,62,66,126,71,122.5
124,51,67,141,89,119.5
120.5,48,53,99,50,121
108.5,45,46,97.5,62,111
88,31,41,77,60,116
99.5,36,57,71,55,90.5
92,30,41,56.5,47,106.5
69,34,46,68,34,90.5
62.5,27,39,61.5,34,91
70,17,29,60.5,27,93
70.5,31,32,45.5,32,52
85,13,26,64,29,81
83,16,37,50,30,59
56,19,27,47,30,63
63,11,27,44,30,56
64,10,21,30,24,61
66,9,23,38,23,32
62,19,28,47,30,46
36,11,24,35,18,66
50,11,19,32,20,57
45,8,17,29,21,49
36,7,15,30,8,42
32,11,20,32,10,34
45,9,9,22,10,36
33,8,14,33,17,41
43,6,20,16,11,26
43,10,16,32,18,43
35,9,13,25,5,33
29,3,12,21,13,36
26,5,13,19,12,28
36,9,15,30,15,23
30,5,9,27,6,35
36,3,10,18,10,25
25,6,36,17,5,23
26,2,4,23,3,15
8,3,4,5,4,10
23,6,7,21,10,32
20,3,4,16,6,25
26,1,10,11,6,10
26,1,5,10,6,20
27,3,7,15,3,21
16,4,10,11,12,18
18,2,2,13,3,8
17,3,8,17,6,13
19,2,8,12,5,13
16,2,6,9,1,21
13,2,5,7,6,8
21,1,6,14,4,12
14,3,3,6,3,15
18,3,6,9,1,10
9,3,7,6,3,13
16,2,5,8,3,10
8,0,3,6,2,11
18,1,12,10,4,9
16,2,0,6,1,13
14,1,4,10,4,13
10,1,6,8,2,13
15,1,3,7,2,12
13,1,8,6,5,8
7,3,3,6,2,10
18,3,4,11,1,14
12,0,5,11,1,15
8,2,9,8,2,8
15,0,3,5,3,12
10,1,3,6,5,8
14,0,5,6,3,6
7,2,2,10,4,11
9,2,3,7,2,7
14,1,7,3,2,11
13,1,3,4,3,10
10,1,1,12,4,8
15,0,6,6,5,9
9,0,2,2,5,14
13,0,4,4,1,9
14,2,8,5,5,16
23,0,6,8,1,13
15,3,5,7,7,15
17,3,12,4,4,6
18,4,8,12,8,17
24,3,10,24,4,20
26,2,11,14,5,18
25,5,9,20,6,14
30,5,17,13,7,20
23,3,15,13,3,24
36,5,10,27,6,25
47,4,18,19,7,43
46,3,25,19,11,32
47,6,17,20,18,36
58,6,15,28,9,52
58,11,22,23,12,34
72,10,33,37,13,57
93,8,37,37,13,45
90,14,38,47,13,55
79,12,32,55,15,71
107,13,47,66,21,67
93,14,36,49,25,64
111,18,37,46,24,55
88,27,59,64,33,82
144,26,45,71,24,64
165,17,60,86,58,80
166,27,50,84,50,77
174,29,67,89,55,98
229,39,70,130,42,101
209,34,72,122,79,103
271,47,95,149,89,134
273,55,114,186,108,135
273,69,137,209,101,155
296,73,137,227,122,178
259,89,147,241,136,183
270,116,148,240,165,211
303,77,167,236,177,181
288,113,172,234,162,235
306,94,169,255,162,190
297,102,175,164,155,175
270,81,156,288,118,170
274,72,146,213,130,189
279,63,134,187,118,182
252,64,146,170,112,183
184,47,139,154,112,158
221,52,85,188,83,161
209,63,109,135,72,137
216,62,89,168,72,180
206,50,101,174,83,167
212,44,86,158,75,162
203,50,76,136,56,158
202,47,87,171,75,167
220,43,96,141,72,172
190,45,82,141,59,142
213,43,93,139,60,180
210,38,86,157,64,163
229,62,84,161,66,176
196,50,68,165,75,187
206,39,76,118,58,181
219,46,71,142,53,187
184,50,86,142,56,134
176,38,76,126,58,164
189,38,71,113,49,177
176,42,66,103,54,116
163,42,67,119,56,160
184,58,92,135,48,160
156,36,83,161,63,150
199,38,78,139,58,171
179,41,71,125,54,142
185,44,58,149,53,134
186,49,86,175,44,167
190,41,64,140,64,126
153,25,82,123,54,124
171,39,68,105,59,160
158,34,68,131,53,141
153,34,70,142,63,148
166,37,75,129,66,139
161,47,87,143,76,115
176,37,76,116,73,165
184,49,71,151,71,150
163,42,86,158,81,146
146,45,93,152,86,137
196,45,85,142,86,147
162,43,81,128,67,161
146,33,75,158,82,145
135,32,73,102,66,131
140,38,78,112,53,116
145,42,66,138,48,137
167,48,74,94,56,142
130,30,72,97,50,121
143,39,69,107,43,112
144,32,68,113,57,120
136,38,56,101,52,102
123,29,77,90,42,108
134,32,62,94,53,108
147,21,58,109,47,114
146,37,75,115,57,134
163,36,73,120,59,127
160,35,69,102,56,124
143,44,86,122,57,122
187,32,77,140,81,147
165,42,78,145,67,141
161,41,105,150,94,178
180,55,99,147,86,167
161,46,100,161,80,132
164,45,86,161,71,151
178,54,90,153,68,172
161,45,101,138,55,168
158,47,82,116,68,137
193,43,87,136,52,136
155,46,80,149,86,157
182,38,84,140,59,174
171,41,84,104,69,147
175,45,80,150,52,118
179,45,71,137,62,161
154,46,64,155,53,132
172,34,58,107,58,141
173,45,74,136,55,154
156,42,73,144,42,158
158,43,71,138,61,158
136,35,83,108,61,145
156,34,83,147,75,157
153,34,63,150,45,133
168,40,80,127,56,153
193,38,84,109,41,146
180,28,78,144,64,139
176,33,67,167,57,157
177,45,75,122,52,153
195,40,83,122,56,182
173,37,71,134,55,152
203,38,75,150,62,181
196,38,84,158,64,166
191,41,75,142,71,147
182,46,81,145,72,153
196,44,83,143,90,152
175,41,85,147,59,154
204,49,86,149,71,162
192,42,86,164,66,179
208,38,82,144,82,163
176,44,66,128,59,165
187,51,76,138,52,145
177,41,82,136,85,141
191,54,85,133,65,177
196,36,82,163,68,167
212,37,85,156,79,167
217,46,93,169,68,128
169,49,68,136,65,166
172,48,67,154,82,134
206,65,94,150,69,161
228,90,95,195,95,122
244,75,91,190,94,190
241,86,76,175,85,194
237,84,94,207,112,166
226,79,128,217,130,172
264,78,104,233,119,228
266,76,136,249,148,205
252,74,158,202,144,169
266,74,148,256,159,217
290,69,127,215,158,209
259,77,144,270,154,195
252,73,113,164,133,156
263,76,120,221,114,215
230,64,123,206,116,172
239,53,135,245,133,188
208,57,108,201,115,158
244,56,113,156,102,201
196,42,96,143,94,181
202,49,88,146,109,155
185,48,89,147,80,148
181,32,81,126,77,161
167,50,52,125,75,169
203,38,69,111,84,131
181,50,64,148,60,164
186,33,68,113,70,162
208,38,85,117,85,139
189,49,69,95,77,148
181,43,62,133,59,171
156,46,62,136,62,151
183,42,82,105,75,163
189,38,72,129,68,146
183,43,67,138,66,141
196,40,69,137,60,146
178,40,67,117,65,133
174,48,91,102,73,122
186,45,77,152,67,162
201,58,104,156,97,164
224,73,116,149,107,144
216,63,95,184,89,170
230,51,89,157,90,141
183,38,83,172,113,176
189,54,80,127,88,183
210,43,79,149,100,168
185,59,100,151,85,174
191,48,79,154,96,159
155,42,73,115,63,148
173,30,68,118,88,150
200,43,77,141,87,141
158,37,79,108,65,138
156,31,61,109,66,168
147,48,75,87,79,139
148,31,60,130,60,143
153,36,74,113,75,142
157,45,60,125,78,151
158,43,88,103,80,146
136,32,75,118,70,166
133,30,78,110,76,126
121,41,58,117,69,129
138,29,56,84,46,130
122,36,41,114,60,101
115,16,45,81,48,132
99,21,44,66,56,99
95,20,48,75,35,104
119,26,42,88,45,111
111,25,57,77,62,116
99,37,69,101,66,94
114,40,59,96,65,144
108,24,50,90,54,99
95,35,58,70,58,106
115,24,46,89,59,120
92,24,46,72,56,89
81,18,45,43,44,74
61,18,31,56,48,77
68,12,31,54,43,76
86,23,41,52,37,71
75,14,31,58,34,72
66,20,32,49,45,78
64,10,26,45,41,57
68,10,30,48,29,71
60,14,49,52,39,76
59,23,24,54,29,58
50,12,33,42,30,68
60,11,20,39,20,60
53,10,24,44,21,64
48,11,26,47,30,48
54,9,21,34,25,54
48,15,16,38,19,46
43,11,16,43,14,40
41,9,14,31,27,32
23,8,10,22,15,45
40,11,12,28,29,41
44,6,17,28,21,40
41,8,12,25,14,27
25,5,9,18,19,32
26,5,8,15,15,45
35,7,11,31,19,37
31,4,12,25,23,46
29,7,15,21,15,34
28,4,6,18,16,31
26,5,10,21,17,31
8,0,7,7,13,17
25,3,10,14,25,36
30,3,11,11,13,27
29,1,13,13,16,14
22,4,8,15,18,25
25,5,15,17,12,17
22,1,9,15,11,21
23,2,6,13,11,15
19,2,3,10,4,13
20,7,7,11,11,18
18,0,12,13,26,19
25,4,8,13,19,21
14,0,8,13,11,21
14,5,14,14,28,25
15,4,7,16,16,18
24,4,7,14,8,10
16,1,7,5,13,17
18,0,12,11,9,14
9,2,6,11,8,17
9,0,4,7,11,12
16,1,8,8,3,14
17,3,1,9,7,9
12,1,1,6,5,10
12,2,6,11,13,7
6,2,6,8,9,11
12,1,6,4,16,13
9,0,5,7,14,13
9,1,7,8,13,13
11,1,6,5,10,13
13,2,4,6,7,5
15,4,5,12,9,9
9,0,3,9,6,12
14,2,9,12,14,11
17,2,3,4,11,13
10,1,8,15,14,14
14,2,7,8,17,20
14,1,12,5,12,17
16,0,8,9,14,21
20,2,6,14,11,19
21,3,6,11,5,9
8,2,7,9,6,12
10,0,9,14,4,12
20,1,9,6,9,25
15,2,10,7,3,16
21,3,12,8,5,12
32,1,6,14,7,20
31,3,14,20,5,38
25,7,8,21,7,15
25,5,7,17,4,23
32,2,16,22,6,27
45,2,15,20,9,32
43,6,19,25,11,27
46,3,29,26,13,41
51,8,22,29,14,48
57,12,23,41,13,43
65,13,26,36,11,39
83,11,30,38,22,52
86,5,32,47,13,62
109,12,37,59,21,74
100,11,40,53,22,50
92,14,50,48,31,62
106,18,48,55,20,46
121,15,56,53,34,54
123,21,53,68,48,74
171,25,60,89,26,69
181,22,66,76,57,82
192,28,57,115,29,94
223,36,62,153,54,91
217,46,89,126,98,78
288,62,110,154,91,101
283,64,132,174,95,139
297,74,113,204,121,147
305,63,159,185,140,174
300,87,181,249,150,176
285,111,178,245,163,166
303,86,155,273,167,169
301,92,171,221,162,167
293,98,167,233,176,179
290,100,185,262,147,165
292,96,165,246,144,165
286,104,153,252,141,166
280,62,150,168,113,121
231,56,164,203,124,142
212,60,131,181,116,142
231,68,128,209,100,148
206,43,115,161,90,143
220,50,82,155,77,134
199,52,85,174,67,112
226,41,93,140,78,133
192,50,78,147,79,131
209,44,91,165,74,137
219,62,95,183,58,146
207,42,97,134,78,122
228,51,94,118,74,120
210,55,84,186,65,139
201,49,72,168,43,122
204,50,83,155,56,119
189,49,81,138,61,109
194,43,71,134,44,121
189,37,70,147,65,116
191,47,80,158,71,108
179,28,73,130,59,142
180,28,83,128,58,123
167,52,76,127,54,98
160,35,74,123,51,128
170,40,76,117,62,115
169,41,73,134,76,111
182,41,59,124,48,121
182,60,94,151,57,104
165,36,63,120,55,97
165,40,71,124,50,111
173,43,79,139,44,120
169,43,65,117,54,111
139,36,86,106,58,97
161,46,80,147,51,114
161,51,74,126,46,93
185,47,66,128,82,126
149,33,78,133,75,109
166,39,106,120,85,114
134,41,78,136,106,106
183,51,94,167,82,122
181,41,78,165,82,108
164,39,83,145,75,127
118,25,90,83,71,91
138,50,95,113,46,93
152,30,69,120,77,131
137,52,74,112,58,87
132,34,64,94,57,78
143,32,67,95,50,118
138,30,59,118,28,78
120,26,70,93,38,103
138,29,57,115,50,88
130,29,48,89,50,87
173,28,79,103,64,111
159,38,74,99,51,94
175,42,71,101,51,74
114,34,51,105,52,83
166,29,68,120,47,99
145,30,72,90,62,105
136,47,98,117,75,130
166,36,98,145,67,90
167,33,81,128,85,109
159,56,100,157,84,127
185,65,120,149,95,137
182,62,99,142,79,122
158,43,107,161,59,115
183,48,70,181,46,117
160,41,87,144,63,121
195,44,95,130,75,131
165,39,68,152,68,121
188,32,79,126,70,113
175,52,81,155,49,115
167,37,72,117,57,102
172,51,100,145,68,119
185,43,79,137,63,139
176,39,63,130,50,129
156,30,77,119,56,118
171,49,64,161,62,123
187,39,84,143,63,107
139,36,61,95,64,134
133,29,72,122,61,144
155,45,97,155,72,120
161,43,86,139,85,131
218,50,67,119,66,118
194,50,74,171,48,16
189,42,76,169,67,2
179,42,71,109,66,0
147,33,85,137,63,0
167,47,81,138,51,0
165,40,74,157,53,18
204,41,87,123,77,105
133,24,74,101,44,81
198,76,76,177,49,124
185,29,77,118,63,157
231,55,100,162,64,152
191,61,75,166,65,121
190,56,79,185,72,126
188,54,75,165,68,101
198,44,69,156,62,115
166,48,79,138,74,150
166,43,80,123,63,105
194,59,98,141,73,154
183,41,85,166,61,129
210,52,92,141,62,106
175,48,79,174,54,114
193,52,83,130,67,143
187,43,71,139,65,121
244,79,76,193,66,88
249,75,94,201,83,129
251,90,105,223,98,115
280,80,104,201,85,117
243,84,96,210,100,126
232,82,112,231,101,140
256,75,111,214,128,146
251,87,138,266,139,153
269,79,155,191,144,177
244,77,134,276,129,165
239,54,125,255,147,151
240,65,116,183,141,149
245,61,107,205,117,154
237,56,105,227,125,151
239,65,135,164,122,129
211,60,82,205,108,142
230,59,92,149,105,151
232,59,89,136,107,144
183,43,87,129,80,118
170,34,80,158,76,116
204,47,83,143,77,117
181,45,75,127,84,99
160,36,75,114,84,119
172,49,61,107,63,113
189,39,91,136,75,117
215,50,63,144,61,142
194,65,80,154,68,132
161,50,70,125,65,111
180,45,72,147,82,150
210,36,66,121,78,133
175,53,43,135,50,84
195,52,77,111,64,133
164,47,83,129,79,143
203,48,59,127,48,94
155,36,57,127,66,115
168,39,99,104,78,94
163,44,69,99,64,114
190,61,87,186,90,109
229,53,103,189,129,148
259,65,104,142,103,143
221,58,101,177,119,158
211,65,89,162,109,137
209,44,78,159,106,161
206,60,81,135,94,130
171,50,86,160,85,137
178,47,82,157,77,118
190,34,56,140,72,141
168,42,78,104,84,110
166,40,78,102,79,126
210,44,93,126,94,109
153,44,67,148,78,115
172,44,77,92,68,102
163,47,64,119,67,97
158,31,74,122,91,120
141,43,77,138,63,110
149,34,52,105,67,101
153,40,75,104,64,120
141,43,49,110,59,94
119,32,65,114,51,91
112,37,52,93,53,128
101,20,55,76,58,95
112,18,48,83,50,90
108,30,50,65,56,107
111,26,48,80,57,101
80,26,41,75,55,75
131,32,53,96,74,111
113,42,61,120,83,106
105,19,59,108,69,89
128,34,71,82,72,87
95,26,58,96,69,76
86,34,54,86,56,94
86,18,69,59,62,83
90,18,37,59,49,77
79,31,48,73,46,68
85,19,33,60,34,53
73,14,46,42,37,48
61,20,36,50,46,57
66,11,30,54,43,69
71,21,34,48,37,61
71,9,35,50,27,46
62,12,25,40,24,45
57,11,35,47,34,63
54,10,25,36,27,46
55,9,23,40,37,40
43,13,15,44,20,51
54,6,17,32,28,49
57,5,23,32,35,41
29,7,21,27,23,42
31,9,25,31,28,32
43,6,12,24,22,36
28,7,15,21,16,30
38,6,13,21,22,36
35,7,10,20,14,30
30,7,16,26,21,35
23,8,18,17,12,23
38,5,11,19,13,31
31,6,14,29,18,28
24,7,16,10,13,24
23,8,15,26,23,32
21,4,11,13,14,23
31,6,11,17,20,22
3,3,3,5,4,14
26,6,12,19,15,25
21,5,9,11,12,21
29,3,18,24,14,28
23,1,11,13,21,26
22,2,9,15,8,18
20,5,6,15,12,25
11,1,9,9,17,15
19,5,5,19,9,29
14,2,4,17,12,15
22,5,7,13,9,16
16,3,11,9,18,28
11,3,4,14,8,14
17,1,2,9,4,18
3,1,3,10,14,26
12,3,9,16,19,23
12,1,2,12,14,21
9,2,4,18,10,20
14,0,10,11,12,16
11,2,7,11,11,21
5,1,3,9,13,17
7,2,8,11,10,12
11,1,7,12,12,17
17,1,7,17,9,6
11,0,7,7,12,8
16,3,9,10,5,9
16,0,3,9,7,6
15,1,5,5,8,13
19,1,9,10,9,13
15,1,6,13,14,16
8,2,7,17,22,22
7,0,5,4,12,16
9,0,3,14,12,9
9,2,7,11,11,12
5,0,4,7,13,9
12,1,5,6,9,16
12,1,0,6,11,20
13,1,2,11,6,17
14,0,8,10,10,11
9,0,2,4,9,13
6,3,5,9,4,11
17,2,4,9,9,13
16,4,11,9,4,11
19,4,4,16,6,21
13,2,10,12,6,15
36,2,12,9,10,15
14,4,12,13,11,17
27,3,13,15,7,18
25,9,11,18,3,18
43,6,13,30,8,21
44,5,22,20,9,29
46,12,24,29,13,31
37,2,20,25,16,24
39,4,24,24,11,47
72,8,24,40,10,39
62,8,24,45,15,54
81,12,30,48,22,36
79,8,28,42,17,53
94,14,40,40,15,51
96,11,35,45,19,53
98,13,37,59,22,44
108,23,60,59,31,61
118,19,52,55,33,53
144,25,56,80,32,92
116,20,68,58,52,74
181,27,52,83,36,63
201,35,41,101,40,79
199,32,83,110,47,86
218,33,78,133,72,129
265,49,86,154,101,90
249,57,114,211,90,109
292,71,123,214,121,130
264,83,154,216,138,157
305,80,162,236,140,146
274,87,149,227,165,147
310,113,164,245,151,200
333,97,182,227,167,122
285,119,153,271,161,193
292,94,176,212,163,190
270,90,153,228,160,144
264,85,148,194,109,159
307,57,145,231,139,173
223,65,149,207,135,142
234,50,143,152,116,144
244,56,144,158,78,149
221,57,99,197,93,154
231,59,100,179,95,127
220,44,92,154,72,146
209,48,87,159,59,124
188,38,81,143,75,147
215,42,108,163,76,133
227,41,85,176,62,133
230,55,81,138,62,118
201,48,90,132,62,141
172,50,84,148,69,148
201,33,87,153,63,127
188,45,91,143,75,127
188,48,82,146,59,132
187,43,75,115,51,136
187,44,96,133,49,123
156,40,91,119,64,152
181,44,85,136,74,111
172,36,83,136,70,127
159,31,84,78,57,132
159,45,60,118,50,104
165,36,64,131,54,135
182,34,78,142,67,127
181,43,77,131,45,127
190,41,70,122,58,128
171,46,100,135,73,120
144,36,52,147,59,128
179,49,83,132,56,112
148,37,66,112,45,137
183,45,72,103,53,108
147,34,80,124,59,132
170,42,74,137,56,96
168,47,68,142,65,130
191,53,75,145,42,142
156,48,82,125,77,109
159,60,84,170,68,107
182,58,93,186,78,124
189,45,96,162,81,121
165,42,68,166,66,112
145,50,75,129,72,92
164,46,93,132,55,102
142,29,73,143,51,117
134,26,74,140,49,104
134,36,78,120,68,115
149,37,69,121,54,98
147,30,69,118,56,115
168,32,78,141,56,111
156,34,65,126,61,141
163,29,80,117,61,99
155,30,68,112,65,126
181,33,73,105,52,105
170,27,61,118,47,106
129,33,63,127,56,101
150,43,63,126,59,89
183,29,77,119,79,114
159,49,85,133,62,108
166,39,83,128,68,166
209,55,101,154,82,109
186,51,86,150,85,134
166,62,92,167,84,119
255,51,78,169,79,169
184,37,94,163,65,151
188,39,81,167,58,131
194,50,78,151,71,151
200,36,90,124,82,120
200,53,92,155,64,155
208,48,73,149,65,137
221,49,95,158,72,136
226,46,94,140,93,151
216,56,88,152,71,116
195,44,85,164,67,152
182,39,78,133,50,118
179,28,80,124,65,147
168,41,75,151,52,148
189,46,87,146,50,101
193,50,79,142,71,136
164,35,82,104,74,122
183,46,89,166,68,162
188,46,82,150,64,119
179,42,68,155,68,143
160,28,77,133,63,133
186,37,76,129,68,135
207,41,90,142,47,128
155,46,81,155,60,133
150,42,71,148,63,159
186,38,89,147,63,128
183,50,89,155,65,124
152,39,87,141,73,135
211,53,73,159,63,137
218,50,81,164,56,129
189,41,92,157,76,112
198,45,89,129,66,104
199,36,77,151,83,140
199,44,101,126,73,151
247,58,81,183,63,152
199,60,88,163,71,125
191,37,77,147,80,122
213,54,104,145,61,122
204,58,98,144,83,158
218,58,88,162,64,139
194,44,78,132,80,128
206,46,85,173,74,108
199,68,68,171,80,115
253,73,108,170,88,166
286,89,81,216,103,120
251,80,117,225,120,142
289,85,112,205,125,171
251,76,149,210,115,154
258,84,123,218,134,123
208,91,145,201,144,169
271,57,160,213,144,170
256,55,162,224,159,174
241,77,160,197,157,150
217,75,169,178,144,192
211,61,159,234,155,158
223,56,131,259,151,134
233,64,134,179,162,158
234,60,104,241,134,161
228,59,113,225,130,158
226,60,126,220,126,136
232,60,98,222,118,126
173,43,89,156,89,119
203,57,93,140,91,136
182,64,83,171,105,110
199,53,84,184,93,125
159,50,50,153,95,130
196,57,77,136,76,128
209,65,86,168,84,147
245,53,88,206,95,145
225,55,88,172,115,147
214,73,82,176,84,171
227,59,61,190,81,136
207,63,91,182,72,147
199,60,80,147,82,131
196,52,79,154,93,142
153,33,49,136,51,121
182,43,68,155,77,136
161,36,55,102,50,140
167,48,67,104,60,114
184,40,53,137,64,103
186,41,77,160,70,157
176,36,72,130,88,127
201,45,81,127,84,131
170,30,57,147,79,142
160,32,57,134,72,118
162,39,71,110,86,150
154,42,69,112,67,108
146,36,66,126,61,112
167,37,56,144,88,113
166,36,75,124,51,103
133,40,54,86,62,116
111,31,61,121,68,113
116,32,52,111,60,95
129,23,50,80,73,125
94,25,66,60,60,110
82,28,67,85,78,118
134,37,64,116,60,82
90,31,54,102,62,100
115,26,50,86,54,127
134,29,47,107,49,92
119,40,39,102,48,94
98,23,49,76,49,98
111,30,48,77,46,68
112,28,59,91,62,94
110,20,35,92,41,111
99,26,36,71,43,106
103,23,41,81,55,70
86,15,46,79,41,114
99,21,40,56,39,70
106,32,44,89,48,80
91,28,44,80,48,96
118,24,37,91,54,92
82,28,35,65,41,96
72,23,37,78,36,73
76,26,35,71,44,95
73,24,25,60,39,64
67,14,23,72,30,59
107,17,32,53,34,70
74,18,32,53,38,72
78,17,14,64,27,68
65,14,38,52,30,50
76,12,27,50,25,66
55,12,22,40,39,65
74,18,15,53,39,49
60,12,18,45,32,62
50,9,24,41,22,53
48,8,17,30,28,65
59,11,21,47,30,47
48,10,23,31,30,49
39,9,14,32,39,58
41,6,10,31,19,42
29,6,14,37,20,37
41,8,4,41,7,11
33,9,0,34,0,0
41,12,0,21,0,0
31,9,0,32,0,0
33,10,0,24,0,0
31,4,0,29,0,0
25,3,0,17,0,0
17,4,0,23,0,0
28,4,0,26,0,0
30,8,0,21,0,0
24,6,0,14,0,0
25,5,0,20,0,0
4,0,0,4,0,0
33,7,0,28,0,0
27,5,0,16,0,0
20,5,0,13,0,0
28,2,0,18,0,0
20,7,0,16,0,0
20,3,0,16,0,0
27,3,0,16,0,0
21,4,0,14,0,0
16,2,0,15,0,0
19,5,0,7,0,0
22,5,0,18,0,0
16,5,0,10,0,0
29,3,0,11,0,1
17,1,8,8,14,20
24,4,8,6,12,13
15,3,5,14,17,11
11,3,10,12,20,22
23,2,12,9,14,19
16,7,11,17,15,19
9,1,6,7,16,17
12,0,6,11,19,9
15,2,8,18,15,14
12,3,9,10,11,16
17,1,6,11,15,15
9,1,5,11,13,16
6,2,9,5,12,16
16,0,2,6,5,18
15,2,4,7,11,10
13,3,5,12,12,17
7,3,8,10,14,15
6,2,4,10,6,15
10,0,3,10,9,12
7,1,9,4,12,15
19,1,5,12,9,14
15,2,9,11,17,11
10,3,10,12,16,15
18,1,8,11,16,16
17,2,7,12,12,9
14,1,13,9,11,10
15,1,7,9,14,18
15,3,11,13,11,16
12,1,9,12,11,16
13,4,12,7,11,21
12,3,17,14,13,30
22,0,11,12,11,22
25,2,11,16,10,18
28,3,12,9,7,18
26,4,12,17,7,22
32,2,18,15,14,24
31,5,17,21,8,35
47,9,23,29,11,18
36,8,31,37,11,26
50,5,12,22,7,34
36,2,18,33,20,35
44,6,26,22,9,33
56,6,29,26,8,37
59,14,28,36,20,33
57,7,41,30,25,56
54,9,32,50,18,41
83,9,36,43,22,50
82,13,44,43,22,48
81,5,29,39,22,35
106,14,37,49,25,45
119,14,52,55,21,58
102,13,38,72,24,39
106,17,51,48,18,65
141,13,45,59,25,58
144,15,57,55,33,62
117,21,46,63,30,66
120,20,55,71,23,105
184,31,56,73,47,78
117,24,67,107,44,84
150,21,57,101,43,71
167,27,67,81,59,110
171,28,83,94,59,122
156,40,90,118,55,81
153,26,67,73,53,113
174,38,77,99,54,86
165,25,78,93,72,122
172,29,81,117,56,102
188,31,69,93,65,151
179,39,82,91,56,92
190,45,86,129,63,117
173,40,80,115,52,110
173,42,74,95,63,106
179,40,83,115,69,136
158,32,78,113,55,114
178,26,75,130,39,126
187,37,66,83,78,82
183,23,82,121,60,125
192,30,81,117,69,131
192,35,86,87,62,127
187,43,86,139,78,126
179,40,85,129,60,140
207,33,80,108,52,107
228,36,65,124,44,102
252,35,66,153,71,119
236,36,73,111,54,119
205,30,57,140,43,145
205,28,67,95,51,107
206,39,65,152,52,129
205,25,60,143,62,135
197,26,82,150,58,151
206,38,79,131,57,122
209,16,73,174,65,148
253,38,60,140,47,114
196,27,73,156,54,110
239,31,62,159,70,114
228,33,75,198,52,129
180,23,51,167,50,140
242,23,61,161,53,110
200,21,68,118,44,125
160,26,60,146,36,96
189,40,64,142,61,115
226,39,73,189,52,113
200,26,64,169,58,134
219,36,65,176,53,116
226,24,69,157,50,134
239,34,49,170,57,115
159,32,85,171,71,128
234,23,64,126,58,95
220,33,74,174,64,140
151,26,72,109,57,94
169,29,78,96,49,108
143,18,65,99,49,95
134,31,59,111,48,90
166,24,61,95,52,113
146,23,65,97,54,116
148,28,52,97,48,112
167,24,62,96,58,108
133,22,46,84,39,76
150,29,68,102,46,106
117,31,61,75,60,105
145,38,57,97,38,98
119,38,51,88,48,121
139,20,58,85,44,97
162,25,61,106,50,122
139,32,50,108,50,100
159,29,73,96,49,156
174,31,66,117,45,101
158,36,50,134,65,122
166,29,66,69,48,121
146,22,55,101,59,111
182,37,67,137,54,127
152,31,68,112,62,132
184,21,57,102,66,109
176,29,60,99,45,112
129,35,48,131,43,99
144,33,59,89,62,132
183,23,55,85,44,120
138,31,68,122,60,126
140,30,53,112,56,101
161,27,58,89,40,106
166,19,66,94,66,135
168,32,54,125,72,128
136,34,63,100,38,90
156,22,56,68,44,106
128,26,58,119,62,115
136,27,63,101,49,100
159,21,51,85,37,109
178,40,45,103,44,97
167,31,57,129,48,117
141,33,48,127,42,125
176,28,51,86,48,107
155,28,59,121,50,108
145,24,60,119,49,121
169,42,62,99,36,129
147,23,61,102,50,118
160,29,58,90,48,121
172,31,50,97,42,123
156,30,50,109,42,118
182,26,66,90,51,133
164,27,66,145,54,113
166,39,56,93,50,97
155,21,55,99,44,134
176,30,62,112,55,77
172,32,68,105,44,118
153,28,71,101,59,121
189,40,57,133,53,85
136,28,60,94,49,123
180,36,60,124,46,137
181,33,59,123,48,105
194,36,58,77,62,114
183,31,62,132,57,140
179,38,69,124,53,97
179,35,51,126,70,120
183,38,63,101,41,145
